date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:18:38	49/49	---M-Z	405	error ('Method%20Not%20Allowed')	application/json	date:Fri,%2018%20Sep%202026%2010:18:38%20GMT	https://webtactics.org/api/lead.php	C:/Web%20Sitelerim/ai%20programs/webtactics.org/api/lead.php	(from https://webtactics.org/)
13:18:38	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2018%20Sep%202026%2010:18:38%20GMT	https://webtactics.org/estimate	C:/Web%20Sitelerim/ai%20programs/webtactics.org/estimate	(from https://webtactics.org/)
13:18:39	102564/102564	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:39%20GMT	https://webtactics.org/start	C:/Web%20Sitelerim/ai%20programs/webtactics.org/start.html	(from https://webtactics.org/)
13:18:39	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/UnrealBloomPass.h	C:/Web%20Sitelerim/ai%20programs/webtactics.org/UnrealBloomPass.h	(from https://unpkg.com/three@0.160.0/examples/jsm/postprocessing/UnrealBloomPass.js)
13:18:39	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/t	C:/Web%20Sitelerim/ai%20programs/webtactics.org/t	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:40	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/signals/config/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/signals/config/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:40	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/e	C:/Web%20Sitelerim/ai%20programs/webtactics.org/e	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:40	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/t.resolvedLink	C:/Web%20Sitelerim/ai%20programs/webtactics.org/t.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:40	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/o	C:/Web%20Sitelerim/ai%20programs/webtactics.org/o	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:40	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/signals/iwl.js	C:/Web%20Sitelerim/ai%20programs/webtactics.org/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:41	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/signals/iwl.js?pixel_id=	C:/Web%20Sitelerim/ai%20programs/webtactics.org/signals/iwl0fc5.js	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:41	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/signals/plugins/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/signals/plugins/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:41	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/n[e]	C:/Web%20Sitelerim/ai%20programs/webtactics.org/n[e]	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:42	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/schema.org/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
13:18:42	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/t,window.location.href	C:/Web%20Sitelerim/ai%20programs/webtactics.org/t,window.location.href	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
13:18:42	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/e,window.location.href	C:/Web%20Sitelerim/ai%20programs/webtactics.org/e,window.location.href	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
13:18:42	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/n.src	C:/Web%20Sitelerim/ai%20programs/webtactics.org/n.src	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
13:18:43	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/N	C:/Web%20Sitelerim/ai%20programs/webtactics.org/N	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
13:18:43	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/cdn-cgi/challenge-platform/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/cdn-cgi/challenge-platform/index.html	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
13:18:43	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/fr/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/fr/index.html	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
13:18:43	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/c/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/c/index.html	(from https://challenges.cloudflare.com/turnstile/v0/g/330e41bb475c/api.js)
13:18:44	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/el.href%20||%20raw,%20location.href	C:/Web%20Sitelerim/ai%20programs/webtactics.org/el.href%20__%20raw,%20location.href	(from https://webtactics.org/Assets/wt-track.js?v=2026-08-25a)
13:18:44	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/wa.me	C:/Web%20Sitelerim/ai%20programs/webtactics.org/wa.me	(from https://webtactics.org/Assets/wt-track.js?v=2026-08-25a)
13:18:44	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/el.href,%20location.href	C:/Web%20Sitelerim/ai%20programs/webtactics.org/el.href,%20location.href	(from https://webtactics.org/Assets/wt-track.js?v=2026-08-25a)
13:18:44	32291/32291	---M-Z	200	added ('OK')	text/css	etag:%227e23-6aac078a-fc36838f6dbc147f;br%22	https://webtactics.org/Assets/site.css?v=2026-08-25a	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/siteaaa7.css	(from https://webtactics.org/about)
13:18:45	51/51	---M-Z	404	error ('Not%20Found')	text/plain	etag:W/%2233-vDiBzoJJskJ8mAfE3DCpOCuBBjE%22	https://cdn.jsdelivr.net/npm/lenis@1.0.42/dist/lenis.min.js	C:/Web%20Sitelerim/ai%20programs/cdn.jsdelivr.net/npm/lenis@1.0.42/dist/lenis.min.js	(from https://webtactics.org/about)
13:18:46	45566/45566	---M--	200	added ('OK')	image/webp	etag:%22b1fe-6aac078a-6a17ad95c44e2d1b;;;%22	https://webtactics.org/Assets/founder-large.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/founder-large.webp	(from https://webtactics.org/about)
13:18:46	85910/85910	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:46%20GMT	https://webtactics.org/service?s=immersive-3d	C:/Web%20Sitelerim/ai%20programs/webtactics.org/service3a7a.html	(from https://webtactics.org/about)
13:18:46	85608/85608	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:46%20GMT	https://webtactics.org/service?s=platforms	C:/Web%20Sitelerim/ai%20programs/webtactics.org/service16cb.html	(from https://webtactics.org/about)
13:18:46	85545/85545	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:47%20GMT	https://webtactics.org/service?s=marketing	C:/Web%20Sitelerim/ai%20programs/webtactics.org/servicedf3d.html	(from https://webtactics.org/about)
13:18:47	85527/85527	---M-Z	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:47%20GMT	https://webtactics.org/service?s=brand-identity	C:/Web%20Sitelerim/ai%20programs/webtactics.org/service9db0.html	(from https://webtactics.org/about)
13:18:47	93092/93092	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:47%20GMT	https://webtactics.org/web-design-agency-dubai	C:/Web%20Sitelerim/ai%20programs/webtactics.org/web-design-agency-dubai.html	(from https://webtactics.org/about)
13:18:47	95131/95131	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:47%20GMT	https://webtactics.org/ecommerce-website-dubai	C:/Web%20Sitelerim/ai%20programs/webtactics.org/ecommerce-website-dubai.html	(from https://webtactics.org/about)
13:18:47	93885/93885	---MCZ	200	added ('OK')	text/html	date:Fri,%2018%20Sep%202026%2010:18:48%20GMT	https://webtactics.org/arabic-website-design	C:/Web%20Sitelerim/ai%20programs/webtactics.org/arabic-website-design.html	(from https://webtactics.org/about)
13:18:48	16783/16783	---M-Z	200	added ('OK')	application/x-javascript	etag:%22418f-6aac078a-5c7fa2599a8f585e;br%22	https://webtactics.org/Assets/site.js?v=2026-08-25a	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/siteaaa7.js	(from https://webtactics.org/about)
13:18:48	11963/11963	---M-Z	200	added ('OK')	application/x-javascript	etag:%222ebb-6aac078a-1f1fe62b9c5fb663;br%22	https://webtactics.org/Assets/gallery-data.js?v=2026-08-05	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/gallery-data513b.js	(from https://webtactics.org/gallery)
13:18:48	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/url,%20location.href	C:/Web%20Sitelerim/ai%20programs/webtactics.org/url,%20location.href	(from https://webtactics.org/gallery)
13:18:48	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/${c.toDataURL(	C:/Web%20Sitelerim/ai%20programs/webtactics.org/${c.toDataURL(	(from https://webtactics.org/gallery)
13:18:49	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/web/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/web/index.html	(from https://webtactics.org/gallery)
13:18:49	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Sep%202026%2010:18:49%20GMT	https://webtactics.org/index.html	C:/Web%20Sitelerim/ai%20programs/webtactics.org/index-2.html	(from https://webtactics.org/case-studies)
13:18:49	14117/14117	---M-Z	404	error ('Not%20Found')	text/html	etag:%223725-6aac078a-c6918110c6e3c2ac;br%22	https://webtactics.org/web/m/	C:/Web%20Sitelerim/ai%20programs/webtactics.org/web/m/index.html	(from https://webtactics.org/gallery)
13:18:49	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2018%20Sep%202026%2010:18:49%20GMT	https://webtactics.org/index.html	C:/Web%20Sitelerim/ai%20programs/webtactics.org/index-2.html	(from https://webtactics.org/blog)
13:18:49	13934/13934	---M-Z	200	added ('OK')	application/json	date:Fri,%2018%20Sep%202026%2010:18:50%20GMT	https://webtactics.org/api/blog-posts.php	C:/Web%20Sitelerim/ai%20programs/webtactics.org/api/blog-posts.json	(from https://webtactics.org/blog)
13:18:50	49416/49416	---M--	200	added ('OK')	image/webp	etag:%22c108-6aac078a-78f8fbb590b925b5;;;%22	https://webtactics.org/Assets/Pieces/web/designers-hub-website.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/Pieces/web/designers-hub-website.webp	(from https://webtactics.org/pricing)
13:18:50	36630/36630	---M--	200	added ('OK')	image/webp	etag:%228f16-6aac078a-f9368a1bff75ca48;;;%22	https://webtactics.org/Assets/Pieces/web/brand-booster-website.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/Pieces/web/brand-booster-website.webp	(from https://webtactics.org/pricing)
13:18:50	34718/34718	---M--	200	added ('OK')	image/webp	etag:%22879e-6aac078a-e2679abcde440ae3;;;%22	https://webtactics.org/Assets/Pieces/web/istarahat-ae-website.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/Pieces/web/istarahat-ae-website.webp	(from https://webtactics.org/pricing)
13:18:50	65122/65122	---M--	200	added ('OK')	image/webp	etag:%22fe62-6aac078a-772f2499ce801372;;;%22	https://webtactics.org/Assets/Pieces/web/axe-capital-website.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/Pieces/web/axe-capital-website.webp	(from https://webtactics.org/pricing)
13:18:50	37374/37374	---M--	200	added ('OK')	image/webp	etag:%2291fe-6aac078a-704b6a8ff6a78555;;;%22	https://webtactics.org/Assets/Pieces/web/new-world-technologies-website.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/Pieces/web/new-world-technologies-website.webp	(from https://webtactics.org/pricing)
13:18:51	78120/78120	---M--	200	added ('OK')	image/webp	etag:%2213128-6aac078a-9cc20952d63d2cdd;;;%22	https://webtactics.org/Assets/Pieces/web/bite-bloom-website.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/Pieces/web/bite-bloom-website.webp	(from https://webtactics.org/pricing)
13:18:51	41034/41034	---M--	200	added ('OK')	image/webp	etag:%22a04a-6aac078a-a6d27e67ccf345c3;;;%22	https://webtactics.org/Assets/Pieces/web/selas-official-website.webp	C:/Web%20Sitelerim/ai%20programs/webtactics.org/Assets/Pieces/web/selas-official-website.webp	(from https://webtactics.org/pricing)
