date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:38:32	157965/157965	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:32%20GMT	https://borealis.cool/assets/dist-CTEAjoAR.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/dist-CTEAjoAR.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:32	4238/4238	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:32%20GMT	https://borealis.cool/assets/Pipe-BmGoQtiM.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/Pipe-BmGoQtiM.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:32	1176/1176	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:32%20GMT	https://borealis.cool/assets/ServerRack-Ci17Slak.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/ServerRack-Ci17Slak.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:32	75590/75590	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:33%20GMT	https://borealis.cool/assets/Gltf-D-DnJwCQ.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/Gltf-D-DnJwCQ.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:32	2053/2053	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:33%20GMT	https://borealis.cool/assets/BufferGeometryUtils-VRYhHpB6.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/BufferGeometryUtils-VRYhHpB6.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:33	3762/3762	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:33%20GMT	https://borealis.cool/assets/TourAnnotation-BE-5NIO5.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/TourAnnotation-BE-5NIO5.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:33	10058/10058	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:33%20GMT	https://borealis.cool/assets/TraneYc40-DV5nvMyQ.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/TraneYc40-DV5nvMyQ.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:33	52207/52207	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:33%20GMT	https://borealis.cool/assets/VegaDeepDive-D6l-I3bM.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/VegaDeepDive-D6l-I3bM.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:33	6291/6291	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:34%20GMT	https://borealis.cool/assets/animate-0jYvRpiP.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/animate-0jYvRpiP.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:34	120957/120957	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:34%20GMT	https://borealis.cool/assets/proxy-BVMMuJ-v.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/proxy-BVMMuJ-v.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:34	1357/1357	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:34%20GMT	https://borealis.cool/assets/use-transform-qBkvCbBo.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/use-transform-qBkvCbBo.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:34	13617/13617	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:34%20GMT	https://borealis.cool/assets/copy-DliY2mjT.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/copy-DliY2mjT.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:34	20825/20825	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:35%20GMT	https://borealis.cool/assets/Deck-DuMz7iAa.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/Deck-DuMz7iAa.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:34	1281/1281	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:35%20GMT	https://borealis.cool/assets/DeckGlobe-CCs3rtwn.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/DeckGlobe-CCs3rtwn.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:35	30328/30328	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:35%20GMT	https://borealis.cool/assets/BorealisField-BSCxZJa3.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/BorealisField-BSCxZJa3.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:35	2943/2943	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:35%20GMT	https://borealis.cool/assets/Stage-CLyick5f.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/Stage-CLyick5f.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:35	17166/17166	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:35%20GMT	https://borealis.cool/assets/OnePager-CYCzSQos.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/OnePager-CYCzSQos.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:35	276/276	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:36%20GMT	https://borealis.cool/assets/SphereSnapshot-B_pkBNal.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/SphereSnapshot-B_pkBNal.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:36	27937/27937	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:36%20GMT	https://borealis.cool/assets/V2-BcY5fpnp.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2-BcY5fpnp.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:36	120139/120139	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:36%20GMT	https://borealis.cool/assets/Contact-BHTgcjmC.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/Contact-BHTgcjmC.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:36	58/58	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:36%20GMT	https://borealis.cool/assets/cdu-snapshot-BusOV8H2.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/cdu-snapshot-BusOV8H2.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:36	1137/1137	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:37%20GMT	https://borealis.cool/assets/V2RoomTest-B7Fgdjpv.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2RoomTest-B7Fgdjpv.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:36	134420/134420	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:37%20GMT	https://borealis.cool/assets/RackRoom-D_XZoaSn.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/RackRoom-D_XZoaSn.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:37	15686/15686	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:37%20GMT	https://borealis.cool/assets/EngravedBPanels-DeLfzHP8.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/EngravedBPanels-DeLfzHP8.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:37	78877/78877	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:37%20GMT	https://borealis.cool/assets/podRackKit-B72y_GWU.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/podRackKit-B72y_GWU.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:37	1247/1247	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:37%20GMT	https://borealis.cool/assets/RoundedBox-C27vGl6I.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/RoundedBox-C27vGl6I.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:37	939/939	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:38%20GMT	https://borealis.cool/assets/V2CduTest-Cdia6dCZ.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2CduTest-Cdia6dCZ.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:38	3960/3960	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:38%20GMT	https://borealis.cool/assets/CduUnit-DuF21TLe.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/CduUnit-DuF21TLe.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:38	3504/3504	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:38%20GMT	https://borealis.cool/assets/V2CduLab-DOhCpUKf.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2CduLab-DOhCpUKf.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:38	71/71	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:38%20GMT	https://borealis.cool/assets/V2Ecosystem-D8-UWZmF.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2Ecosystem-D8-UWZmF.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:38	17716/17716	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:39%20GMT	https://borealis.cool/assets/VegaChiller-B0wF8fFq.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/VegaChiller-B0wF8fFq.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:38	197605/197605	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:38%20GMT	https://borealis.cool/assets/V2Ecosystem-D6tif-iL.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2Ecosystem-D6tif-iL.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:39	2383/2383	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:39%20GMT	https://borealis.cool/assets/V2VegaTest-DjAMJFdM.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2VegaTest-DjAMJFdM.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:39	18066/18066	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:39%20GMT	https://borealis.cool/assets/ServerShowcase-CLp-gbUn.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/ServerShowcase-CLp-gbUn.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:39	15896/15896	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:39%20GMT	https://borealis.cool/assets/RackPieces-43uxiNRu.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/RackPieces-43uxiNRu.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:39	1144/1144	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2003%20Sep%202026%2009:38:39%20GMT	https://borealis.cool/assets/V2AioTest-Db8e-hwe.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/V2AioTest-Db8e-hwe.js	(from https://borealis.cool/assets/index-CXsn75Rf.js)
12:38:40	308888/308888	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2003%20Sep%202026%2009:38:40%20GMT	https://borealis.cool/fonts/JetBrainsMono-Italic-Variable.ttf	C:/Web%20Sitelerim/ai%20programs/borealis.cool/fonts/JetBrainsMono-Italic-Variable.ttf	(from https://borealis.cool/assets/index-B7iaG9PV.css)
12:38:40	48256/48256	---M--	200	added ('OK')	font/woff2	date:Thu,%2003%20Sep%202026%2009:38:40%20GMT	https://borealis.cool/fonts/InterVariable.woff2	C:/Web%20Sitelerim/ai%20programs/borealis.cool/fonts/InterVariable.woff2	(from https://borealis.cool/assets/index-B7iaG9PV.css)
12:38:41	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:40%20GMT	https://borealis.cool/assets/t	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/t.html	(from https://borealis.cool/assets/three.module-IFVRcQ3V.js)
12:38:41	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:41%20GMT	https://borealis.cool/assets/e	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/e.html	(from https://borealis.cool/assets/ZilmetTank-RY-iHwmm.js)
12:38:42	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:42%20GMT	https://borealis.cool/assets/e.href	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/e.href.html	(from https://borealis.cool/assets/Contact-BHTgcjmC.js)
12:38:42	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:42%20GMT	https://borealis.cool/assets/window.location.href	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/window.location.href.html	(from https://borealis.cool/assets/Contact-BHTgcjmC.js)
12:38:42	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:42%20GMT	https://borealis.cool/assets/assets/chunk-BNv3lrIs.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/assets/chunk-BNv3lrIs.html	(from https://borealis.cool/assets/V2Ecosystem-D6tif-iL.js)
12:38:42	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:43%20GMT	https://borealis.cool/assets/assets/jsx-runtime-kJazARoa.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/assets/jsx-runtime-kJazARoa.html	(from https://borealis.cool/assets/V2Ecosystem-D6tif-iL.js)
12:38:43	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:43%20GMT	https://borealis.cool/assets/assets/react-BFwN_vxz.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/assets/react-BFwN_vxz.html	(from https://borealis.cool/assets/V2Ecosystem-D6tif-iL.js)
12:38:43	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:43%20GMT	https://borealis.cool/assets/assets/GLTFExporter-Djr7T18Y.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/assets/GLTFExporter-Djr7T18Y.html	(from https://borealis.cool/assets/V2Ecosystem-D6tif-iL.js)
12:38:43	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:43%20GMT	https://borealis.cool/assets/assets/three.module-IFVRcQ3V.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/assets/three.module-IFVRcQ3V.html	(from https://borealis.cool/assets/ServerShowcase-CLp-gbUn.js)
12:38:44	38902/38902	---MCZ	200	added ('OK')	text/html	date:Thu,%2003%20Sep%202026%2009:38:44%20GMT	https://borealis.cool/assets/assets/USDZExporter-0JjCeBNR.js	C:/Web%20Sitelerim/ai%20programs/borealis.cool/assets/assets/USDZExporter-0JjCeBNR.html	(from https://borealis.cool/assets/ServerShowcase-CLp-gbUn.js)
